
Thread,Function,Start,Finish,Duration
P#14T#0,main,4132104426,4132127902,23476
P#9T#0,MPI_Recv,4072096218,4139994360,67898142
P#9T#0,main,4139994360,4140105152,110792
P#9T#0,MPI_Send,4140105152,4140112783,7631
P#9T#0,main,4140112783,4140133382,20599
P#10T#0,MPI_Recv,4070299211,4142215478,71916267
P#10T#0,main,4142215478,4142329996,114518
P#10T#0,MPI_Send,4142329996,4142340617,10621
P#10T#0,main,4142340617,4142373199,32582
P#8T#0,MPI_Recv,4076242471,4144184271,67941800
P#8T#0,main,4144184271,4144297397,113126
P#8T#0,MPI_Send,4144297397,4144306527,9130
P#8T#0,main,4144306527,4144330982,24455
P#16T#0,MPI_Recv,4076209149,4192032911,115823762
P#16T#0,main,4192032911,4192191683,158772
P#16T#0,MPI_Send,4192191683,4192205186,13503
P#16T#0,main,4192205186,4192230908,25722
P#17T#0,MPI_Recv,4096080842,4203994878,107914036
P#17T#0,main,4203994878,4204113844,118966
P#17T#0,MPI_Send,4204113844,4204125414,11570
P#17T#0,main,4204125414,4204150370,24956
P#18T#0,MPI_Recv,4083990030,4219974418,135984388
P#18T#0,main,4219974418,4220091044,116626
P#18T#0,MPI_Send,4220091044,4220100530,9486
P#18T#0,main,4220100530,4220126631,26101
P#19T#0,MPI_Recv,4096016920,4248120486,152103566
P#19T#0,main,4248120486,4248235820,115334
P#19T#0,MPI_Send,4248235820,4248247861,12041
P#19T#0,main,4248247861,4248275412,27551
P#20T#0,MPI_Recv,4088026727,4264013218,175986491
P#20T#0,main,4264013218,4264128641,115423
P#20T#0,MPI_Send,4264128641,4264138279,9638
P#20T#0,main,4264138279,4264163958,25679
P#23T#0,MPI_Recv,4059805496,4272010183,212204687
P#23T#0,main,4272010183,4272126329,116146
P#23T#0,MPI_Send,4272126329,4272136638,10309
P#23T#0,main,4272136638,4272164485,27847
P#22T#0,MPI_Recv,4084054174,4276007029,191952855
P#22T#0,main,4276007029,4276123616,116587
P#22T#0,MPI_Send,4276123616,4276163251,39635
P#22T#0,main,4276163251,4276268395,105144
P#21T#0,MPI_Recv,4084037182,4284000388,199963206
P#21T#0,main,4284000388,4284116538,116150
P#21T#0,MPI_Send,4284116538,4284126223,9685
P#21T#0,main,4284126223,4284150425,24202
P#25T#0,MPI_Recv,4044238778,4300169393,255930615
P#25T#0,main,4300169393,4300281884,112491
P#25T#0,MPI_Send,4300281884,4300290209,8325
P#25T#0,main,4300290209,4300311978,21769
P#24T#0,MPI_Recv,4084023084,4316016178,231993094
P#24T#0,main,4316016178,4316129495,113317
P#24T#0,MPI_Send,4316129495,4316137841,8346
P#24T#0,main,4316137841,4316161804,23963
P#26T#0,MPI_Recv,4052204122,4320011647,267807525
P#26T#0,main,4320011647,4320128285,116638
P#26T#0,MPI_Send,4320128285,4320138680,10395
P#26T#0,main,4320138680,4320169871,31191
P#27T#0,MPI_Recv,4056077998,4328009553,271931555
P#27T#0,main,4328009553,4328125870,116317
P#27T#0,MPI_Send,4328125870,4328134822,8952
P#27T#0,main,4328134822,4328158734,23912
P#28T#0,MPI_Recv,4048209264,4340156273,291947009
P#28T#0,main,4340156273,4340269735,113462
P#28T#0,MPI_Send,4340269735,4340277714,7979
P#28T#0,main,4340277714,4340299559,21845
P#29T#0,MPI_Recv,4052013597,4352009729,299996132
P#29T#0,main,4352009729,4352125325,115596
P#29T#0,MPI_Send,4352125325,4352135447,10122
P#29T#0,main,4352135447,4352160774,25327
P#30T#0,MPI_Recv,4063994600,4372000480,308005880
P#30T#0,main,4372000480,4372115857,115377
P#30T#0,MPI_Send,4372115857,4372126599,10742
P#30T#0,main,4372126599,4372151393,24794
P#31T#0,MPI_Recv,4068038328,4375969420,307931092
P#31T#0,main,4375969420,4376084840,115420
P#31T#0,MPI_Send,4376084840,4376095703,10863
P#31T#0,main,4376095703,4376123067,27364
P#13T#0,MPI_Barrier,4108276603,4388103306,279826703
P#13T#0,main,4388103306,4388136003,32697
P#15T#0,MPI_Barrier,4128173725,4392103510,263929785
P#15T#0,main,4392103510,4392137771,34261
P#11T#0,MPI_Barrier,4112324325,4398861866,286537541
P#11T#0,main,4398861866,4398891678,29812
P#12T#0,MPI_Barrier,4116483174,4400094550,283611376
P#12T#0,main,4400094550,4400128614,34064
P#14T#0,MPI_Barrier,4132127902,4403978476,271850574
P#14T#0,main,4403978476,4404004069,25593
P#25T#0,MPI_Barrier,4300311978,4404110461,103798483
P#25T#0,main,4404110461,4404136916,26455
P#27T#0,MPI_Barrier,4328158734,4408007669,79848935
P#30T#0,MPI_Barrier,4372151393,4408086789,35935396
P#27T#0,main,4408007669,4408108327,100658
P#30T#0,main,4408086789,4408119131,32342
P#29T#0,MPI_Barrier,4352160774,4412008620,59847846
P#29T#0,main,4412008620,4412038210,29590
P#23T#0,MPI_Barrier,4272164485,4416005318,143840833
P#23T#0,main,4416005318,4416083315,77997
P#1T#0,MPI_Barrier,4064311152,4420078670,355767518
P#1T#0,main,4420078670,4420105400,26730
P#1T#0,MPI_Recv,4420105400,4420130553,25153
P#1T#0,main,4420130553,4420238411,107858
P#1T#0,MPI_Send,4420238411,4420246324,7913
P#1T#0,main,4420246324,4420261972,15648
P#5T#0,MPI_Barrier,4096128244,4428002314,331874070
P#5T#0,main,4428002314,4428097772,95458
P#26T#0,MPI_Barrier,4320169871,4430878538,110708667
P#26T#0,main,4430878538,4430908339,29801
P#4T#0,MPI_Barrier,4100250355,4431604586,331354231
P#4T#0,main,4431604586,4431633909,29323
P#6T#0,MPI_Barrier,4104173766,4431922969,327749203
P#6T#0,main,4431922969,4431950784,27815
P#19T#0,MPI_Barrier,4248275412,4432098579,183823167
P#19T#0,main,4432098579,4432125068,26489
P#10T#0,MPI_Barrier,4142373199,4434207191,291833992
P#10T#0,main,4434207191,4434233411,26220
P#24T#0,MPI_Barrier,4316161804,4436008591,119846787
P#24T#0,main,4436008591,4436034679,26088
P#7T#0,MPI_Barrier,4120164858,4436069675,315904817
P#7T#0,main,4436069675,4436156991,87316
P#18T#0,MPI_Barrier,4220126631,4439986147,219859516
P#16T#0,MPI_Barrier,4192230908,4440001195,247770287
P#28T#0,MPI_Barrier,4340299559,4440004789,99705230
P#18T#0,main,4439986147,4440014538,28391
P#16T#0,main,4440001195,4440029609,28414
P#28T#0,main,4440004789,4440034431,29642
P#31T#0,MPI_Barrier,4376123067,4443238821,67115754
P#31T#0,main,4443238821,4443269825,31004
P#17T#0,MPI_Barrier,4204150370,4443975810,239825440
P#17T#0,main,4443975810,4444004385,28575
P#21T#0,MPI_Barrier,4284150425,4447997295,163846870
P#9T#0,MPI_Barrier,4140133382,4448003902,307870520
P#8T#0,MPI_Barrier,4144330982,4448011930,303680948
P#22T#0,MPI_Barrier,4276268395,4448017216,171748821
P#21T#0,main,4447997295,4448023892,26597
P#9T#0,main,4448003902,4448032622,28720
P#22T#0,main,4448017216,4448041977,24761
P#8T#0,main,4448011930,4448110994,99064
P#0T#0,MPI_Recv,4090861830,4450668983,359807153
P#0T#0,main,4450668983,4450710490,41507
P#0T#0,MPI_Barrier,4450710490,4450730471,19981
P#0T#0,main,4450730471,4450743631,13160
P#0T#0,MPI_Send,4450743631,4450752754,9123
P#0T#0,main,4450752754,4450758835,6081
P#20T#0,MPI_Barrier,4264163958,4460000713,195836755
P#20T#0,main,4460000713,4460074325,73612
P#3T#0,MPI_Barrier,4122648303,4465078048,342429745
P#3T#0,main,4465078048,4465100837,22789
P#2T#0,MPI_Barrier,4106667358,4470513199,363845841
P#2T#0,main,4470513199,4470538424,25225
P#2T#0,MPI_Recv,4470538424,4470551855,13431
P#2T#0,main,4470551855,4470658930,107075
P#2T#0,MPI_Send,4470658930,4470666011,7081
P#2T#0,main,4470666011,4470680477,14466
P#5T#0,MPI_Recv,4428097772,4472058993,43961221
P#4T#0,MPI_Recv,4431633909,4472095331,40461422
P#4T#0,main,4472095331,4472208571,113240
P#5T#0,main,4472058993,4472213977,154984
P#4T#0,MPI_Send,4472208571,4472218766,10195
P#5T#0,MPI_Send,4472213977,4472224759,10782
P#4T#0,main,4472218766,4472242042,23276
P#5T#0,main,4472224759,4472252965,28206
P#6T#0,MPI_Recv,4431950784,4483922139,51971355
P#6T#0,main,4483922139,4484038153,116014
P#6T#0,MPI_Send,4484038153,4484079038,40885
P#6T#0,main,4484079038,4484189532,110494
P#7T#0,MPI_Recv,4436156991,4487431129,51274138
P#7T#0,main,4487431129,4487546092,114963
P#7T#0,MPI_Send,4487546092,4487559450,13358
P#7T#0,main,4487559450,4487587729,28279
P#3T#0,MPI_Recv,4465100837,4494493212,29392375
P#3T#0,main,4494493212,4494606053,112841
P#3T#0,MPI_Send,4494606053,4494615587,9534
P#3T#0,main,4494615587,4494641053,25466
P#8T#0,MPI_Recv,4448110994,4540032983,91921989
P#8T#0,main,4540032983,4540147153,114170
P#8T#0,MPI_Send,4540147153,4540157173,10020
P#8T#0,main,4540157173,4540183185,26012
P#9T#0,MPI_Recv,4448032622,4560016170,111983548
P#9T#0,main,4560016170,4560131077,114907
P#9T#0,MPI_Send,4560131077,4560143050,11973
P#9T#0,main,4560143050,4560171217,28167
P#11T#0,MPI_Recv,4398891678,4579845813,180954135
P#11T#0,main,4579845813,4579962843,117030
P#11T#0,MPI_Send,4579962843,4579979638,16795
P#11T#0,main,4579979638,4580008309,28671
P#12T#0,MPI_Recv,4400128614,4584014153,183885539
P#12T#0,main,4584014153,4584130472,116319
P#12T#0,MPI_Send,4584130472,4584140643,10171
P#12T#0,main,4584140643,4584166653,26010
P#10T#0,MPI_Recv,4434233411,4594299296,160065885
P#10T#0,main,4594299296,4594454109,154813
P#10T#0,MPI_Send,4594454109,4594467761,13652
P#10T#0,main,4594467761,4594504010,36249
P#13T#0,MPI_Recv,4388136003,4608050262,219914259
P#13T#0,main,4608050262,4608170268,120006
P#13T#0,MPI_Send,4608170268,4608182467,12199
P#13T#0,main,4608182467,4608211527,29060
P#15T#0,MPI_Recv,4392137771,4624161814,232024043
P#15T#0,main,4624161814,4624276407,114593
P#15T#0,MPI_Send,4624276407,4624286005,9598
P#15T#0,main,4624286005,4624328521,42516
P#14T#0,MPI_Recv,4404004069,4631984976,227980907
P#14T#0,main,4631984976,4632097521,112545
P#14T#0,MPI_Send,4632097521,4632106295,8774
P#14T#0,main,4632106295,4632129214,22919
P#16T#0,MPI_Recv,4440029609,4675131681,235102072
P#16T#0,main,4675131681,4675248784,117103
P#16T#0,MPI_Send,4675248784,4675261015,12231
P#16T#0,main,4675261015,4675288771,27756
P#17T#0,MPI_Recv,4444004385,4675970870,231966485
P#17T#0,main,4675970870,4676083241,112371
P#17T#0,MPI_Send,4676083241,4676091921,8680
P#17T#0,main,4676091921,4676120927,29006
P#19T#0,MPI_Recv,4432125068,4676289488,244164420
P#19T#0,main,4676289488,4676405246,115758
P#19T#0,MPI_Send,4676405246,4676415347,10101
P#19T#0,main,4676415347,4676441523,26176
P#18T#0,MPI_Recv,4440014538,4679966385,239951847
P#18T#0,main,4679966385,4680111616,145231
P#18T#0,MPI_Send,4680111616,4680153452,41836
P#18T#0,main,4680153452,4680252741,99289
P#20T#0,MPI_Recv,4460074325,4716019609,255945284
P#20T#0,main,4716019609,4716137684,118075
P#20T#0,MPI_Send,4716137684,4716149525,11841
P#20T#0,main,4716149525,4716177625,28100
P#21T#0,MPI_Recv,4448023892,4724001096,275977204
P#21T#0,main,4724001096,4724116978,115882
P#21T#0,MPI_Send,4724116978,4724126077,9099
P#21T#0,main,4724126077,4724150851,24774
P#23T#0,MPI_Recv,4416083315,4744069671,327986356
P#23T#0,main,4744069671,4744229744,160073
P#23T#0,MPI_Send,4744229744,4744240164,10420
P#23T#0,main,4744240164,4744273100,32936
P#22T#0,MPI_Recv,4448041977,4750668824,302626847
P#22T#0,main,4750668824,4750783015,114191
P#22T#0,MPI_Send,4750783015,4750796324,13309
P#22T#0,main,4750796324,4750829060,32736
P#27T#0,MPI_Recv,4408108327,4776002401,367894074
P#27T#0,main,4776002401,4776116874,114473
P#27T#0,MPI_Send,4776116874,4776125182,8308
P#27T#0,main,4776125182,4776146512,21330
P#25T#0,MPI_Recv,4404136916,4779288161,375151245
P#25T#0,main,4779288161,4779403017,114856
P#25T#0,MPI_Send,4779403017,4779413451,10434
P#25T#0,main,4779413451,4779438993,25542
P#26T#0,MPI_Recv,4430908339,4787423653,356515314
P#26T#0,main,4787423653,4787538464,114811
P#26T#0,MPI_Send,4787538464,4787549932,11468
P#26T#0,main,4787549932,4787574974,25042
P#24T#0,MPI_Recv,4436034679,4795123877,359089198
P#24T#0,main,4795123877,4795242196,118319
P#24T#0,MPI_Send,4795242196,4795252672,10476
P#24T#0,main,4795252672,4795280013,27341
P#28T#0,MPI_Recv,4440034431,4796005213,355970782
P#28T#0,main,4796005213,4796150380,145167
P#28T#0,MPI_Send,4796150380,4796159694,9314
P#28T#0,main,4796159694,4796185022,25328
P#29T#0,MPI_Recv,4412038210,4804017828,391979618
P#29T#0,main,4804017828,4804133262,115434
P#29T#0,MPI_Send,4804133262,4804144050,10788
P#29T#0,main,4804144050,4804173249,29199
P#30T#0,MPI_Recv,4408119131,4811857069,403737938
P#30T#0,main,4811857069,4811971677,114608
P#30T#0,MPI_Send,4811971677,4811980814,9137
P#30T#0,main,4811980814,4812068888,88074
P#31T#0,MPI_Recv,4443269825,4831969851,388700026
P#31T#0,main,4831969851,4832083336,113485
P#31T#0,MPI_Send,4832083336,4832094637,11301
P#31T#0,main,4832094637,4832119632,24995
P#15T#0,MPI_Barrier,4624328521,4842600832,218272311
P#15T#0,main,4842600832,4842629461,28629
P#11T#0,MPI_Barrier,4580008309,4846594204,266585895
P#11T#0,main,4846594204,4846622383,28179
P#23T#0,MPI_Barrier,4744273100,4852007274,107734174
P#23T#0,main,4852007274,4852033170,25896
P#25T#0,MPI_Barrier,4779438993,4854602514,75163521
P#25T#0,main,4854602514,4854632442,29928
P#12T#0,MPI_Barrier,4584166653,4855990354,271823701
P#12T#0,main,4855990354,4856105984,115630
P#28T#0,MPI_Barrier,4796185022,4858595932,62410910
P#28T#0,main,4858595932,4858631074,35142
P#13T#0,MPI_Barrier,4608211527,4859822864,251611337
P#13T#0,main,4859822864,4859848709,25845
P#14T#0,MPI_Barrier,4632129214,4860003931,227874717
P#14T#0,main,4860003931,4860030848,26917
P#31T#0,MPI_Barrier,4832119632,4863954542,31834910
P#29T#0,MPI_Barrier,4804173249,4863996676,59823427
P#7T#0,MPI_Barrier,4487587729,4864005341,376417612
P#29T#0,main,4863996676,4864019192,22516
P#27T#0,MPI_Barrier,4776146512,4864019720,87873208
P#7T#0,main,4864005341,4864033178,27837
P#27T#0,main,4864019720,4864055019,35299
P#31T#0,main,4863954542,4864065826,111284
P#26T#0,MPI_Barrier,4787574974,4868046178,80471204
P#26T#0,main,4868046178,4868152568,106390
P#6T#0,MPI_Barrier,4484189532,4875689183,391499651
P#6T#0,main,4875689183,4875714003,24820
P#10T#0,MPI_Barrier,4594504010,4876797291,282293281
P#10T#0,main,4876797291,4876825473,28182
P#4T#0,MPI_Barrier,4472242042,4879613213,407371171
P#4T#0,main,4879613213,4879640913,27700
P#22T#0,MPI_Barrier,4750829060,4880007994,129178934
P#22T#0,main,4880007994,4880030940,22946
P#30T#0,MPI_Barrier,4812068888,4883424874,71355986
P#30T#0,main,4883424874,4883450370,25496
P#21T#0,MPI_Barrier,4724150851,4883998639,159847788
P#24T#0,MPI_Barrier,4795280013,4884001004,88720991
P#24T#0,main,4884001004,4884024486,23482
P#5T#0,MPI_Barrier,4472252965,4884024813,411771848
P#21T#0,main,4883998639,4884032120,33481
P#5T#0,main,4884024813,4884064234,39421
P#19T#0,MPI_Barrier,4676441523,4884435295,207993772
P#19T#0,main,4884435295,4884463793,28498
P#20T#0,MPI_Barrier,4716177625,4887995489,171817864
P#20T#0,main,4887995489,4888097846,102357
P#1T#0,MPI_Barrier,4420261972,4891978318,471716346
P#1T#0,main,4891978318,4892001426,23108
P#1T#0,MPI_Recv,4892001426,4892015088,13662
P#1T#0,main,4892015088,4892122667,107579
P#1T#0,MPI_Send,4892122667,4892130604,7937
P#1T#0,main,4892130604,4892146706,16102
P#17T#0,MPI_Barrier,4676120927,4894207243,218086316
P#17T#0,main,4894207243,4894238456,31213
P#16T#0,MPI_Barrier,4675288771,4895981423,220692652
P#16T#0,main,4895981423,4896007510,26087
P#0T#0,MPI_Recv,4450758835,4901148424,450389589
P#0T#0,main,4901148424,4901195089,46665
P#0T#0,MPI_Barrier,4901195089,4901220706,25617
P#0T#0,main,4901220706,4901236694,15988
P#2T#0,MPI_Barrier,4470680477,4901241680,430561203
P#0T#0,MPI_Send,4901236694,4901245363,8669
P#0T#0,main,4901245363,4901252030,6667
P#2T#0,main,4901241680,4901269989,28309
P#18T#0,MPI_Barrier,4680252741,4903384135,223131394
P#18T#0,main,4903384135,4903412292,28157
P#8T#0,MPI_Barrier,4540183185,4908019834,367836649
P#8T#0,main,4908019834,4908042114,22280
P#3T#0,MPI_Barrier,4494641053,4914489167,419848114
P#3T#0,main,4914489167,4914515087,25920
P#9T#0,MPI_Barrier,4560171217,4916014647,355843430
P#9T#0,main,4916014647,4916043518,28871
P#2T#0,MPI_Recv,4901269989,4930666662,29396673
P#2T#0,main,4930666662,4930778845,112183
P#2T#0,MPI_Send,4930778845,4930787938,9093
P#2T#0,main,4930787938,4930811150,23212
P#4T#0,MPI_Recv,4879640913,4932023733,52382820
P#4T#0,main,4932023733,4932135599,111866
P#4T#0,MPI_Send,4932135599,4932145877,10278
P#4T#0,main,4932145877,4932170970,25093
P#5T#0,MPI_Recv,4884064234,4944026109,59961875
P#5T#0,main,4944026109,4944142495,116386
P#5T#0,MPI_Send,4944142495,4944191207,48712
P#5T#0,main,4944191207,4944229417,38210
P#3T#0,MPI_Recv,4914515087,4954375142,39860055
P#3T#0,main,4954375142,4954490560,115418
P#3T#0,MPI_Send,4954490560,4954501408,10848
P#3T#0,main,4954501408,4954527974,26566
P#6T#0,MPI_Recv,4875714003,4959006698,83292695
P#6T#0,main,4959006698,4959122244,115546
P#6T#0,MPI_Send,4959122244,4959135316,13072
P#6T#0,main,4959135316,4959174231,38915
P#7T#0,MPI_Recv,4864033178,4968019950,103986772
P#7T#0,main,4968019950,4968134314,114364
P#7T#0,MPI_Send,4968134314,4968148158,13844
P#7T#0,main,4968148158,4968178090,29932
P#11T#0,MPI_Recv,4846622383,4997069344,150446961
P#11T#0,main,4997069344,4997184744,115400
P#11T#0,MPI_Send,4997184744,4997194782,10038
P#11T#0,main,4997194782,4997220821,26039
P#12T#0,MPI_Recv,4856105984,5003999533,147893549
P#12T#0,main,5003999533,5004115052,115519
P#12T#0,MPI_Send,5004115052,5004161374,46322
P#12T#0,main,5004161374,5004185151,23777
P#9T#0,MPI_Recv,4916043518,5006908514,90864996
P#9T#0,main,5006908514,5007022429,113915
P#9T#0,MPI_Send,5007022429,5007030227,7798
P#9T#0,main,5007030227,5007052211,21984
P#8T#0,MPI_Recv,4908042114,5008012708,99970594
P#8T#0,main,5008012708,5008126425,113717
P#8T#0,MPI_Send,5008126425,5008136214,9789
P#8T#0,main,5008136214,5008161923,25709
P#10T#0,MPI_Recv,4876825473,5022204041,145378568
P#10T#0,main,5022204041,5022318069,114028
P#10T#0,MPI_Send,5022318069,5022327116,9047
P#10T#0,main,5022327116,5022351115,23999
P#13T#0,MPI_Recv,4859848709,5023289737,163441028
P#13T#0,main,5023289737,5023405324,115587
P#13T#0,MPI_Send,5023405324,5023416583,11259
P#13T#0,main,5023416583,5023444901,28318
P#15T#0,MPI_Recv,4842629461,5052172034,209542573
P#15T#0,main,5052172034,5052288782,116748
P#15T#0,MPI_Send,5052288782,5052299119,10337
P#15T#0,main,5052299119,5052326452,27333
P#14T#0,MPI_Recv,4860030848,5059992673,199961825
P#14T#0,main,5059992673,5060106500,113827
P#14T#0,MPI_Send,5060106500,5060116606,10106
P#14T#0,main,5060116606,5060144301,27695
P#16T#0,MPI_Recv,4896007510,5128022164,232014654
P#16T#0,main,5128022164,5128137026,114862
P#16T#0,MPI_Send,5128137026,5128147347,10321
P#16T#0,main,5128147347,5128172407,25060
P#17T#0,MPI_Recv,4894238456,5143986742,249748286
P#17T#0,main,5143986742,5144101258,114516
P#17T#0,MPI_Send,5144101258,5144111605,10347
P#17T#0,main,5144111605,5144137891,26286
P#18T#0,MPI_Recv,4903412292,5170787423,267375131
P#18T#0,main,5170787423,5170903650,116227
P#18T#0,MPI_Send,5170903650,5170918728,15078
P#18T#0,main,5170918728,5170960642,41914
P#19T#0,MPI_Recv,4884463793,5171998171,287534378
P#19T#0,main,5171998171,5172110436,112265
P#19T#0,MPI_Send,5172110436,5172119121,8685
P#19T#0,main,5172119121,5172141768,22647
P#20T#0,MPI_Recv,4888097846,5192005270,303907424
P#20T#0,main,5192005270,5192122694,117424
P#20T#0,MPI_Send,5192122694,5192165584,42890
P#20T#0,main,5192165584,5192239623,74039
P#23T#0,MPI_Recv,4852033170,5200096201,348063031
P#23T#0,main,5200096201,5200257397,161196
P#23T#0,MPI_Send,5200257397,5200306522,49125
P#23T#0,main,5200306522,5200358897,52375
P#21T#0,MPI_Recv,4884032120,5220046225,336014105
P#21T#0,main,5220046225,5220203958,157733
P#21T#0,MPI_Send,5220203958,5220215673,11715
P#21T#0,main,5220215673,5220244742,29069
P#22T#0,MPI_Recv,4880030940,5225971017,345940077
P#22T#0,main,5225971017,5226084138,113121
P#22T#0,MPI_Send,5226084138,5226092581,8443
P#22T#0,main,5226092581,5226115889,23308
P#27T#0,MPI_Recv,4864055019,5240297966,376242947
P#27T#0,main,5240297966,5240413069,115103
P#27T#0,MPI_Send,5240413069,5240422406,9337
P#27T#0,main,5240422406,5240446723,24317
P#25T#0,MPI_Recv,4854632442,5244187579,389555137
P#25T#0,main,5244187579,5244301507,113928
P#25T#0,MPI_Send,5244301507,5244310446,8939
P#25T#0,main,5244310446,5244334347,23901
P#28T#0,MPI_Recv,4858631074,5252458717,393827643
P#28T#0,main,5252458717,5252573543,114826
P#28T#0,MPI_Send,5252573543,5252582559,9016
P#28T#0,main,5252582559,5252607192,24633
P#26T#0,MPI_Recv,4868152568,5256048567,387895999
P#26T#0,main,5256048567,5256213930,165363
P#26T#0,MPI_Send,5256213930,5256248153,34223
P#26T#0,main,5256248153,5256270600,22447
P#24T#0,MPI_Recv,4884024486,5260025442,376000956
P#24T#0,main,5260025442,5260141237,115795
P#24T#0,MPI_Send,5260141237,5260151279,10042
P#24T#0,main,5260151279,5260178126,26847
P#29T#0,MPI_Recv,4864019192,5280139784,416120592
P#29T#0,main,5280139784,5280301178,161394
P#29T#0,MPI_Send,5280301178,5280311836,10658
P#29T#0,main,5280311836,5280339311,27475
P#30T#0,MPI_Recv,4883450370,5291828746,408378376
P#30T#0,main,5291828746,5291942733,113987
P#30T#0,MPI_Send,5291942733,5291958476,15743
P#30T#0,main,5291958476,5291985719,27243
P#31T#0,MPI_Recv,4864065826,5299977261,435911435
P#31T#0,main,5299977261,5300088936,111675
P#31T#0,MPI_Send,5300088936,5300097803,8867
P#31T#0,main,5300097803,5300119953,22150
P#13T#0,MPI_Barrier,5023444901,5308052137,284607236
P#15T#0,MPI_Barrier,5052326452,5308147319,255820867
P#13T#0,main,5308052137,5308167958,115821
P#15T#0,main,5308147319,5308183913,36594
P#12T#0,MPI_Barrier,5004185151,5317398429,313213278
P#12T#0,main,5317398429,5317423520,25091
P#25T#0,MPI_Barrier,5244334347,5320152352,75818005
P#25T#0,main,5320152352,5320183838,31486
P#11T#0,MPI_Barrier,4997220821,5324078204,326857383
P#28T#0,MPI_Barrier,5252607192,5324145362,71538170
P#28T#0,main,5324145362,5324177230,31868
P#11T#0,main,5324078204,5324197164,118960
P#26T#0,MPI_Barrier,5256270600,5328136555,71865955
P#26T#0,main,5328136555,5328165000,28445
P#14T#0,MPI_Barrier,5060144301,5331982749,271838448
P#30T#0,MPI_Barrier,5291985719,5331989158,40003439
P#30T#0,main,5331989158,5332010552,21394
P#14T#0,main,5331982749,5332012479,29730
P#1T#0,MPI_Barrier,4892146706,5340028520,447881814
P#1T#0,main,5340028520,5340143276,114756
P#1T#0,MPI_Recv,5340143276,5340156281,13005
P#1T#0,main,5340156281,5340263136,106855
P#1T#0,MPI_Send,5340263136,5340270389,7253
P#1T#0,main,5340270389,5340285224,14835
P#31T#0,MPI_Barrier,5300119953,5343970279,43850326
P#31T#0,main,5343970279,5343998816,28537
P#23T#0,MPI_Barrier,5200358897,5344061131,143702234
P#4T#0,MPI_Barrier,4932170970,5344082798,411911828
P#4T#0,main,5344082798,5344118842,36044
P#23T#0,main,5344061131,5344179640,118509
P#24T#0,MPI_Barrier,5260178126,5348073740,87895614
P#24T#0,main,5348073740,5348179121,105381
P#29T#0,MPI_Barrier,5280339311,5352007439,71668128
P#22T#0,MPI_Barrier,5226115889,5352021461,125905572
P#29T#0,main,5352007439,5352031034,23595
P#19T#0,MPI_Barrier,5172141768,5352042201,179900433
P#22T#0,main,5352021461,5352047803,26342
P#19T#0,main,5352042201,5352160062,117861
P#16T#0,MPI_Barrier,5128172407,5359978654,231806247
P#16T#0,main,5359978654,5360005835,27181
P#6T#0,MPI_Barrier,4959174231,5363943129,404768898
P#7T#0,MPI_Barrier,4968178090,5364010350,395832260
P#5T#0,MPI_Barrier,4944229417,5364025598,419796181
P#7T#0,main,5364010350,5364042694,32344
P#6T#0,main,5363943129,5364051716,108587
P#5T#0,main,5364025598,5364053767,28169
P#21T#0,MPI_Barrier,5220244742,5366332662,146087920
P#21T#0,main,5366332662,5366357857,25195
P#3T#0,MPI_Barrier,4954527974,5366630616,412102642
P#3T#0,main,5366630616,5366658986,28370
P#0T#0,MPI_Recv,4901252030,5366714604,465462574
P#0T#0,main,5366714604,5366752919,38315
P#0T#0,MPI_Barrier,5366752919,5366772919,20000
P#0T#0,main,5366772919,5366787096,14177
P#0T#0,MPI_Send,5366787096,5366795883,8787
P#0T#0,main,5366795883,5366802141,6258
P#8T#0,MPI_Barrier,5008161923,5368012907,359850984
P#8T#0,main,5368012907,5368034777,21870
P#10T#0,MPI_Barrier,5022351115,5370234602,347883487
P#10T#0,main,5370234602,5370345257,110655
P#17T#0,MPI_Barrier,5144137891,5378863827,234725936
P#17T#0,main,5378863827,5378888717,24890
P#18T#0,MPI_Barrier,5170960642,5398712785,227752143
P#18T#0,main,5398712785,5398736586,23801
P#9T#0,MPI_Barrier,5007052211,5400007587,392955376
P#9T#0,main,5400007587,5400034170,26583
P#27T#0,MPI_Barrier,5240446723,5404020304,163573581
P#27T#0,main,5404020304,5404054332,34028
P#20T#0,MPI_Barrier,5192239623,5412009241,219769618
P#20T#0,main,5412009241,5412035967,26726
P#5T#0,MPI_Recv,5364053767,5412443968,48390201
P#5T#0,main,5412443968,5412556767,112799
P#5T#0,MPI_Send,5412556767,5412566187,9420
P#5T#0,main,5412566187,5412592537,26350
P#4T#0,MPI_Recv,5344118842,5420099198,75980356
P#4T#0,main,5420099198,5420215018,115820
P#4T#0,MPI_Send,5420215018,5420232028,17010
P#4T#0,main,5420232028,5420259350,27322
P#2T#0,MPI_Barrier,4930811150,5434261252,503450102
P#2T#0,main,5434261252,5434292742,31490
P#2T#0,MPI_Recv,5434292742,5434308529,15787
P#2T#0,main,5434308529,5434416712,108183
P#2T#0,MPI_Send,5434416712,5434425620,8908
P#2T#0,main,5434425620,5434442362,16742
P#3T#0,MPI_Recv,5366658986,5442496426,75837440
P#3T#0,main,5442496426,5442609921,113495
P#3T#0,MPI_Send,5442609921,5442618830,8909
P#3T#0,main,5442618830,5442643177,24347
P#6T#0,MPI_Recv,5364051716,5443968698,79916982
P#6T#0,main,5443968698,5444121715,153017
